POLITICAL_UNIT,NAME,WGMS_ID,GEN_LOCATION,SPEC_LOCATION,LATITUDE,LONGITUDE,PRIM_CLASSIFIC,FORM,FRONTAL_CHARS,EXPOS_ACC_AREA,EXPOS_ABL_AREA,PARENT_GLACIER,REMARKS,GLACIER_REGION_CODE,GLACIER_SUBREGION_CODE
IS,VATNAJOKULL,3754,SE-ICELAND,VATNAJOKULL,64.413,-16.811,3,0,0,,,,VATNAJ??KULL.,ISL,ISL-01
IS,VIRKISJOKULL,3127,SE-ICELAND,VATNAJOKULL,64,-16.75,4,3,0,W,W,3754,V??RK??SJ??KULL. Frontal_Characteristic is 3 and 7.,ISL,ISL-01
IS,WESTERN VATNAJOKULL ICE CAP,3455,SE ICELAND,VATNAJOKULL,64.4,-17.6,3,0,0,,,3754,"WESTERN VATNAJ??KULL ICE CAP. For delineation from Eastern Vatnajokull see Magnusson et al. (2005), GRL 32.",ISL,ISL-01
NO,AUSTRE MEMURUBREEN,1317,CENTRAL NORWAY,JOTUNHEIMEN,61.55,8.5,6,2,7,SE,SE,,,SCA,SCA-03
NO,BERGSETBREEN,2290,WESTERN NORWAY,JOSTEDALSBREEN,61.65,7.03,4,3,8,SE,E,,,SCA,SCA-02
NO,BLAAISEN,1328,NORTHERN NORWAY,OFOTEN,68.339,17.852,6,4,8,NE,NE,,"Data from Hallgeir Elveh??y, NVE. Remarks from LAT/LON-Check: controlled and corrected. Former LAT/LON: 68.33 / 17.85",SCA,SCA-01
NO,BLOMSTERSKARDSBREEN,1321,SOUTHWESTERN NORWAY,FOLGEFONNA,59.98,6.28,4,3,8,SW,SW,,,SCA,SCA-02
NO,BOEDALSBREEN,2291,WESTERN NORWAY,JOSTEDALSBREEN,61.77,7.12,4,3,8,NW,N,,,SCA,SCA-02
NO,BOTNABREA,2292,SOUTHWESTERN NORWAY,FOLGEFONNA,60.192,6.427,4,3,8,W,W,3524,"Data from Hallgeir Elveh??y, NVE. LAT/LON-Check: controlled and corrected. Former LAT/LON: 60.2 / 6.43",SCA,SCA-02
NO,BRENNDALSBREEN,2293,WESTERN NORWAY,JOSTEDALSBREEN,61.685,6.933,4,3,8,W,W,,"Glacier also called AABREKKEBREEN. Data from Hallgeir Elveh??y, NVE. Remarks from LAT/LON-Check: controlled and corrected. Former LAT/LON: 61.68 / 6.92.",SCA,SCA-02
NO,BRUFOSSBREA,26423,SOUTHERN NORWAY,FOLGEFONNA,60.05347,6.363383,4,3,8,NW,NW,,,SCA,SCA-02
NO,CAINHAVARRE,1330,NORTHERN NORWAY,OFOTEN,68.106,17.997,2,3,8,NE,N,,"Data from Hallgeir Elveh??y, NVE. LAT/LON-Check: controlled and corrected. Former LAT/LON: 68.1 / 18.0",SCA,SCA-01
NO,CORNELIUSSENBREEN,3341,NORTHERN NORWAY,HELGELAND,66.003,14.37,5,3,8,NE,E,,,SCA,SCA-01
NO,DIMDAL-FRUKOSTTINDBREEN,3481,NORTHERN NORWAY,SVARTISEN,66.7,13.95,4,8,0,NW,NW,,,SCA,SCA-01
NO,ERDALSBREEN,1332,WESTERN NORWAY,JOSTEDALSBREEN,61.82,7.27,4,2,8,NW,NW,,,SCA,SCA-02
NO,FLATISVATNET,3487,NORTHERN NORWAY,SVARTISEN ICE CAP,66.63,13.9,4,8,5,SE,SE,,,SCA,SCA-01
NO,GRAAFJELLSBREA,1320,SOUTHERN NORWAY,FOLGEFONNA,60.083,6.399,4,3,8,NW,NW,,Also called GRAABREEN.,SCA,SCA-02
NO,KJENNDALSBREEN,2294,WESTERN NORWAY,JOSTEDALSBREEN,61.715,7.013,4,3,8,N,N,,"Data from Hallgeir Elveh??y, NVE. LAT/LON-Check: controlled and corrected. Former LAT/LON: 61.7 / 7.02",SCA,SCA-02
NO,MEMORGEBREEN,3489,NORTHERN NORWAY,SVARTISEN ICE CAP,66.637,13.698,4,8,5,W,W,,"Data from Hallgeir Elveh??y, NVE. LAT/LON-Check: controlled and corrected. Former LAT/LON: 66.64 / 13.67",SCA,SCA-01
NO,MIDTDALSBREEN,2295,CENTRAL NORWAY,HARDANGERVIDDA,60.57,7.47,4,3,8,NE,NE,304,Part of HARDANGERJOEKULEN,SCA,SCA-03
NO,MIDTRE FOLGEFONNA,1319,SOUTHWESTERN NORWAY,FOLGEFONNA,60.15,6.48,3,0,3,,,,,SCA,SCA-02
NO,NORDFJORDBREEN,3490,NORTHERN NORWAY,SVARTISEN,66.617,13.833,4,8,5,S,SW,,"Data from ""Atlas over breer i Nord-Skandinavia"""" (1973).",SCA,SCA-01
NO,NORDRE FOLGEFON,3524,SOUTHWESTERN NORWAY,FOLGEFONNA,60.205,6.456,3,0,0,,,,,SCA,SCA-02
NO,NORTHERN PART,3491,NORTHERN NORWAY,SVARTISEN ICE CAP,66.75,14.05,4,8,5,N,N,,,SCA,SCA-01
NO,REMBESDALSKAAKA,2296,CENTRAL NORWAY,HARDANGERVIDDA,60.539,7.368,4,3,8,W,W,304,Part of HARDANGERJOEKULEN,SCA,SCA-02
NO,STORSTEINSFJELLBREEN,1329,NORTHERN NORWAY,OFOTEN,68.22,17.92,5,2,8,E,SE,,,SCA,SCA-01
NO,SYDBREEN,3351,NORTHERN NORWAY,LYNGEN,69.45,19.91,5,2,8,NE,E,,,SCA,SCA-01
NO,TUFTEBREEN,3352,WESTERN NORWAY,JOSTEDALSBREEN,61.67,7.14,4,3,8,E,SE,,,SCA,SCA-02
NO,TUNSBERGDALSBREEN,1316,WESTERN NORWAY,JOSTEDALSBREEN,61.6,7.05,4,2,8,SE,SE,,,SCA,SCA-02
NO,VESLEDALSBREEN,1331,WESTERN NORWAY,JOSTEDALSBREEN,61.846,7.262,4,3,8,N,NW,,"Data from Hallgeir Elveh??y, NVE. LAT/LON-Check: controlled and corrected. Former LAT/LON: 61.83 / 7.27",SCA,SCA-02
NO,VESTRE MEMURUBREEN,1318,CENTRAL NORWAY,JOTUNHEIMEN,61.53,8.45,6,3,8,SE,E,,,SCA,SCA-03
PE,ALPAMAYO,3612,CORD. BLANCA,,-8.89,-77.65,6,4,4,SE,SE,,COORDINATES: approximated from Google Earth.,TRP,TRP-01
PE,ARTESONRAJU,3292,CORD.BLANCA,PARON BASIN,-8.95,-77.62,5,3,4,W,W,,,TRP,TRP-01
PE,COROPUNA,3526,,AREQUIPA PROVINCE,-15.546,-72.66,3,0,0,,,,,TRP,TRP-01
PE,LAKE SAFUNA,1343,,,-8.842113,-77.61903,5,3,0,,,,No glacier. Coordinates relate to a lake in relation with a reported Special Event.,TRP,TRP-01
PE,SHALLAP,3293,CORD.BLANCA,QUILLCAY BASIN,-9.48,-77.33,5,2,4,NW,NW,,,TRP,TRP-01
PE,SHULLCON,3294,CORD. CENTRAL,1D3522BB-BC-CA BASIN,-11.88,-76.05,6,3,0,N,N,,,TRP,TRP-01
