POLITICAL_UNIT,NAME,WGMS_ID,GEN_LOCATION,SPEC_LOCATION,LATITUDE,LONGITUDE,PRIM_CLASSIFIC,FORM,FRONTAL_CHARS,EXPOS_ACC_AREA,EXPOS_ABL_AREA,PARENT_GLACIER,REMARKS,GLACIER_REGION_CODE,GLACIER_SUBREGION_CODE
IN,RGI50-14.11976,9562,WESTERN HIMALAYA,LAHAUL SPITI,31.80597,77.7536,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11977,7218,WESTERN HIMALAYA,LAHAUL SPITI,31.79684,77.76894,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11978,10246,WESTERN HIMALAYA,LAHAUL SPITI,31.81028,77.76987,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11980,6869,WESTERN HIMALAYA,LAHAUL SPITI,31.80047,77.74796,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11981,6925,WESTERN HIMALAYA,LAHAUL SPITI,31.82582,77.73466,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11982,9494,WESTERN HIMALAYA,LAHAUL SPITI,31.89091,77.72001,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11983,6922,WESTERN HIMALAYA,LAHAUL SPITI,31.89146,77.71111,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11984,6860,WESTERN HIMALAYA,LAHAUL SPITI,31.89571,77.71161,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11985,9614,WESTERN HIMALAYA,LAHAUL SPITI,31.90037,77.71769,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11986,7099,WESTERN HIMALAYA,LAHAUL SPITI,31.8635,77.71181,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11987,9480,WESTERN HIMALAYA,LAHAUL SPITI,31.88125,77.80714,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11988,7341,WESTERN HIMALAYA,LAHAUL SPITI,31.89144,77.81867,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11989,9853,WESTERN HIMALAYA,LAHAUL SPITI,31.88443,77.82003,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11990,6984,WESTERN HIMALAYA,LAHAUL SPITI,31.86326,77.83915,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11991,7042,WESTERN HIMALAYA,LAHAUL SPITI,31.85648,77.83224,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11992,9747,WESTERN HIMALAYA,LAHAUL SPITI,31.85211,77.82047,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11993,9631,WESTERN HIMALAYA,LAHAUL SPITI,31.85323,77.82565,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11996,6964,WESTERN HIMALAYA,LAHAUL SPITI,31.94415,77.84057,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11997,7018,WESTERN HIMALAYA,LAHAUL SPITI,31.95889,77.83096,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11998,9659,WESTERN HIMALAYA,LAHAUL SPITI,31.92809,77.77853,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11999,7027,WESTERN HIMALAYA,LAHAUL SPITI,31.92308,77.77456,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12000,6967,WESTERN HIMALAYA,LAHAUL SPITI,31.94657,77.73841,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12001,9767,WESTERN HIMALAYA,LAHAUL SPITI,31.95275,77.74206,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12002,6891,WESTERN HIMALAYA,LAHAUL SPITI,31.9443,77.72691,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12003,9815,WESTERN HIMALAYA,LAHAUL SPITI,31.95254,77.71643,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12004,9734,WESTERN HIMALAYA,LAHAUL SPITI,31.95575,77.72145,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12005,9636,WESTERN HIMALAYA,LAHAUL SPITI,31.95264,77.72848,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12007,10301,WESTERN HIMALAYA,LAHAUL SPITI,31.70431,77.75584,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12008,9945,WESTERN HIMALAYA,LAHAUL SPITI,31.70379,77.76048,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12009,9669,WESTERN HIMALAYA,LAHAUL SPITI,31.70309,77.76898,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12010,9468,WESTERN HIMALAYA,LAHAUL SPITI,31.69188,77.79255,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12011,9912,WESTERN HIMALAYA,LAHAUL SPITI,31.68147,77.79403,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12062,9858,WESTERN HIMALAYA,LAHAUL SPITI,32.64315,77.89933,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12063,9876,WESTERN HIMALAYA,LAHAUL SPITI,32.57762,77.87135,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12064,9903,WESTERN HIMALAYA,LAHAUL SPITI,32.53788,77.83804,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12065,6902,WESTERN HIMALAYA,LAHAUL SPITI,32.53352,77.83818,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12066,9679,WESTERN HIMALAYA,LAHAUL SPITI,32.39043,77.80048,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12067,9722,WESTERN HIMALAYA,LAHAUL SPITI,32.16002,77.85217,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12069,9787,WESTERN HIMALAYA,LAHAUL SPITI,31.97018,77.6863,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12070,9738,WESTERN HIMALAYA,LAHAUL SPITI,31.96787,77.69331,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12071,9845,WESTERN HIMALAYA,LAHAUL SPITI,31.98587,77.68323,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12087,10265,WESTERN HIMALAYA,LAHAUL SPITI,31.76792,77.85709,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12088,10007,WESTERN HIMALAYA,LAHAUL SPITI,31.763,77.85639,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12124,10324,WESTERN HIMALAYA,LAHAUL SPITI,31.88495,77.66685,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12125,9813,WESTERN HIMALAYA,LAHAUL SPITI,31.71681,77.66026,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12134,6855,WESTERN HIMALAYA,LAHAUL SPITI,31.80318,77.81982,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12135,6920,WESTERN HIMALAYA,LAHAUL SPITI,31.80776,77.82198,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12136,9817,WESTERN HIMALAYA,LAHAUL SPITI,31.81573,77.82228,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12137,6931,WESTERN HIMALAYA,LAHAUL SPITI,31.82728,77.84187,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12138,9749,WESTERN HIMALAYA,LAHAUL SPITI,31.90144,77.80003,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12174,10150,WESTERN HIMALAYA,LAHAUL SPITI,31.88733,77.82605,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12175,6981,WESTERN HIMALAYA,LAHAUL SPITI,31.80095,77.8692,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12228,9772,WESTERN HIMALAYA,LAHAUL SPITI,32.026,77.72874,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12229,6904,WESTERN HIMALAYA,LAHAUL SPITI,32.0268,77.73479,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12230,9994,WESTERN HIMALAYA,LAHAUL SPITI,32.02115,77.72301,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12231,7391,WESTERN HIMALAYA,LAHAUL SPITI,32.00744,77.70526,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12232,10021,WESTERN HIMALAYA,LAHAUL SPITI,32.00533,77.74139,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12233,9891,WESTERN HIMALAYA,LAHAUL SPITI,32.00335,77.73925,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12234,10207,WESTERN HIMALAYA,LAHAUL SPITI,32.00352,77.72678,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12235,10085,WESTERN HIMALAYA,LAHAUL SPITI,31.99667,77.73507,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12236,10140,WESTERN HIMALAYA,LAHAUL SPITI,31.98945,77.7389,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12237,6928,WESTERN HIMALAYA,LAHAUL SPITI,31.95331,77.74735,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12238,6862,WESTERN HIMALAYA,LAHAUL SPITI,31.94778,77.82648,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12239,6957,WESTERN HIMALAYA,LAHAUL SPITI,31.98169,77.86929,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12240,6900,WESTERN HIMALAYA,LAHAUL SPITI,31.98512,77.88795,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12241,6885,WESTERN HIMALAYA,LAHAUL SPITI,31.98281,77.88319,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12242,6898,WESTERN HIMALAYA,LAHAUL SPITI,31.96095,77.88334,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12243,7196,WESTERN HIMALAYA,LAHAUL SPITI,31.93664,77.89418,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12244,6948,WESTERN HIMALAYA,LAHAUL SPITI,31.91925,77.81485,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12247,6969,WESTERN HIMALAYA,LAHAUL SPITI,32.06297,77.81026,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12248,7369,WESTERN HIMALAYA,LAHAUL SPITI,32.06396,77.83046,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12249,10300,WESTERN HIMALAYA,LAHAUL SPITI,32.06156,77.8226,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12250,9609,WESTERN HIMALAYA,LAHAUL SPITI,32.05895,77.81709,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12251,10027,WESTERN HIMALAYA,LAHAUL SPITI,32.05591,77.81169,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12252,9680,WESTERN HIMALAYA,LAHAUL SPITI,32.08039,77.75226,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12253,7153,WESTERN HIMALAYA,LAHAUL SPITI,32.03703,77.80371,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.12270,6926,WESTERN HIMALAYA,LAHAUL SPITI,31.7685,77.8076,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12271,7206,WESTERN HIMALAYA,LAHAUL SPITI,31.78966,77.71232,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12273,6859,WESTERN HIMALAYA,LAHAUL SPITI,31.80214,77.71697,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12274,9850,WESTERN HIMALAYA,LAHAUL SPITI,31.79713,77.71805,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12275,10179,WESTERN HIMALAYA,LAHAUL SPITI,31.79887,77.72482,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12276,6992,WESTERN HIMALAYA,LAHAUL SPITI,31.79956,77.75155,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12277,9895,WESTERN HIMALAYA,LAHAUL SPITI,31.69876,77.67863,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12278,6908,WESTERN HIMALAYA,LAHAUL SPITI,31.82522,77.6466,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12280,7101,WESTERN HIMALAYA,LAHAUL SPITI,31.83913,77.65929,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12281,7111,WESTERN HIMALAYA,LAHAUL SPITI,31.83065,77.69182,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12282,10210,WESTERN HIMALAYA,LAHAUL SPITI,31.82896,77.66875,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12283,7213,WESTERN HIMALAYA,LAHAUL SPITI,31.7821,77.70435,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12284,9866,WESTERN HIMALAYA,LAHAUL SPITI,31.64598,77.61345,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12285,9835,WESTERN HIMALAYA,LAHAUL SPITI,32.19584,77.86021,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12286,9826,WESTERN HIMALAYA,LAHAUL SPITI,32.19663,77.867,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12287,9914,WESTERN HIMALAYA,LAHAUL SPITI,32.22212,77.866,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12288,9760,WESTERN HIMALAYA,LAHAUL SPITI,32.2254,77.86298,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12289,9658,WESTERN HIMALAYA,LAHAUL SPITI,32.25476,77.88673,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12290,10248,WESTERN HIMALAYA,LAHAUL SPITI,32.25454,77.91512,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12291,6881,WESTERN HIMALAYA,LAHAUL SPITI,32.25879,77.88989,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12292,6858,WESTERN HIMALAYA,LAHAUL SPITI,31.67838,77.78859,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12441,7036,WESTERN HIMALAYA,LAHAUL SPITI,31.70878,77.88375,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12449,9464,WESTERN HIMALAYA,LAHAUL SPITI,31.99795,78.00738,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12458,7061,WESTERN HIMALAYA,LAHAUL SPITI,31.73608,77.8679,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12459,7106,WESTERN HIMALAYA,LAHAUL SPITI,31.73098,77.84965,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12460,7240,WESTERN HIMALAYA,LAHAUL SPITI,31.71756,77.85258,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12461,7028,WESTERN HIMALAYA,LAHAUL SPITI,31.70818,77.84846,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12462,6945,WESTERN HIMALAYA,LAHAUL SPITI,31.71274,77.84741,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12463,6944,WESTERN HIMALAYA,LAHAUL SPITI,31.71569,77.84416,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12464,7025,WESTERN HIMALAYA,LAHAUL SPITI,31.71782,77.83555,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12465,6894,WESTERN HIMALAYA,LAHAUL SPITI,31.73385,77.86031,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12466,7187,WESTERN HIMALAYA,LAHAUL SPITI,31.74924,77.80623,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12467,10235,WESTERN HIMALAYA,LAHAUL SPITI,31.72109,77.76704,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.12468,10211,WESTERN HIMALAYA,LAHAUL SPITI,31.7048,77.73782,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12469,7169,WESTERN HIMALAYA,LAHAUL SPITI,31.71932,77.7261,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.12470,7289,WESTERN HIMALAYA,LAHAUL SPITI,31.72937,77.70673,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12486,9996,WESTERN HIMALAYA,LAHAUL SPITI,31.69876,77.86334,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12487,7014,WESTERN HIMALAYA,LAHAUL SPITI,31.69357,77.84935,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12488,7020,WESTERN HIMALAYA,LAHAUL SPITI,31.70157,77.85458,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12489,9794,WESTERN HIMALAYA,LAHAUL SPITI,31.70617,77.86355,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12490,6870,WESTERN HIMALAYA,LAHAUL SPITI,31.72118,77.82674,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12491,6973,WESTERN HIMALAYA,LAHAUL SPITI,31.72368,77.83118,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12492,7037,WESTERN HIMALAYA,LAHAUL SPITI,31.72659,77.83543,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12493,9584,WESTERN HIMALAYA,LAHAUL SPITI,31.74534,77.85741,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12494,9836,WESTERN HIMALAYA,LAHAUL SPITI,31.73782,77.85909,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12495,10256,WESTERN HIMALAYA,LAHAUL SPITI,31.73983,77.8066,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12496,9892,WESTERN HIMALAYA,LAHAUL SPITI,31.73975,77.79876,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12497,6877,WESTERN HIMALAYA,LAHAUL SPITI,31.77159,77.7422,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12517,9710,WESTERN HIMALAYA,LAHAUL SPITI,31.97099,77.98272,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12518,9729,WESTERN HIMALAYA,LAHAUL SPITI,31.97715,77.98759,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12521,9455,WESTERN HIMALAYA,LAHAUL SPITI,31.72469,77.86606,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12538,9988,WESTERN HIMALAYA,LAHAUL SPITI,31.75401,77.78481,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12539,6867,WESTERN HIMALAYA,LAHAUL SPITI,31.72155,77.69905,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12540,7076,WESTERN HIMALAYA,LAHAUL SPITI,31.73089,77.69569,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12541,6866,WESTERN HIMALAYA,LAHAUL SPITI,31.73824,77.69788,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12542,7370,WESTERN HIMALAYA,LAHAUL SPITI,31.74199,77.64101,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12543,7313,WESTERN HIMALAYA,LAHAUL SPITI,31.74277,77.64825,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.12544,9707,WESTERN HIMALAYA,LAHAUL SPITI,31.74571,77.67474,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13059,9768,WESTERN HIMALAYA,LAHAUL SPITI,32.59418,77.25444,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13060,9543,WESTERN HIMALAYA,LAHAUL SPITI,32.57981,77.26807,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13061,9542,WESTERN HIMALAYA,LAHAUL SPITI,32.57095,77.26111,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13062,7165,WESTERN HIMALAYA,LAHAUL SPITI,32.57107,77.18738,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.13063,10188,WESTERN HIMALAYA,LAHAUL SPITI,32.55885,77.22978,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13064,10004,WESTERN HIMALAYA,LAHAUL SPITI,32.55958,77.23726,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13065,9886,WESTERN HIMALAYA,LAHAUL SPITI,32.55613,77.24994,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13066,7299,WESTERN HIMALAYA,LAHAUL SPITI,32.59018,77.19992,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13073,10139,WESTERN HIMALAYA,LAHAUL SPITI,32.79916,77.21903,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13074,10129,WESTERN HIMALAYA,LAHAUL SPITI,32.78318,77.2117,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13075,10125,WESTERN HIMALAYA,LAHAUL SPITI,32.77575,77.21263,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13076,10019,WESTERN HIMALAYA,LAHAUL SPITI,32.7716,77.21744,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13077,9608,WESTERN HIMALAYA,LAHAUL SPITI,32.7821,77.1974,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13078,6971,WESTERN HIMALAYA,LAHAUL SPITI,32.77648,77.20303,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13079,10128,WESTERN HIMALAYA,LAHAUL SPITI,32.75832,77.20448,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13080,9929,WESTERN HIMALAYA,LAHAUL SPITI,32.74865,77.19936,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13081,9769,WESTERN HIMALAYA,LAHAUL SPITI,32.74199,77.19611,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13082,9827,WESTERN HIMALAYA,LAHAUL SPITI,32.73682,77.19798,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13083,9998,WESTERN HIMALAYA,LAHAUL SPITI,32.74144,77.1893,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13084,9696,WESTERN HIMALAYA,LAHAUL SPITI,32.74304,77.18331,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13085,9930,WESTERN HIMALAYA,LAHAUL SPITI,32.74998,77.17612,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13087,9906,WESTERN HIMALAYA,LAHAUL SPITI,32.71836,77.27639,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13088,9843,WESTERN HIMALAYA,LAHAUL SPITI,32.71076,77.27892,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13089,7034,WESTERN HIMALAYA,LAHAUL SPITI,32.65925,77.27917,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13090,9527,WESTERN HIMALAYA,LAHAUL SPITI,32.67623,77.14399,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13091,10276,WESTERN HIMALAYA,LAHAUL SPITI,32.66981,77.14049,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13092,10088,WESTERN HIMALAYA,LAHAUL SPITI,32.66689,77.14581,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13093,9731,WESTERN HIMALAYA,LAHAUL SPITI,32.67443,77.13503,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13094,10152,WESTERN HIMALAYA,LAHAUL SPITI,32.65313,77.10782,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13095,10269,WESTERN HIMALAYA,LAHAUL SPITI,32.64666,77.10186,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13096,10037,WESTERN HIMALAYA,LAHAUL SPITI,32.63987,77.09593,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13097,10065,WESTERN HIMALAYA,LAHAUL SPITI,32.68534,77.08953,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13098,9919,WESTERN HIMALAYA,LAHAUL SPITI,32.68836,77.09497,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13099,7301,WESTERN HIMALAYA,LAHAUL SPITI,32.69609,77.10743,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13100,7246,WESTERN HIMALAYA,LAHAUL SPITI,32.69871,77.08935,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13102,10002,WESTERN HIMALAYA,LAHAUL SPITI,32.76335,77.10216,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13103,7190,WESTERN HIMALAYA,LAHAUL SPITI,32.75892,77.07792,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13104,7389,WESTERN HIMALAYA,LAHAUL SPITI,32.61895,77.07088,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13105,10225,WESTERN HIMALAYA,LAHAUL SPITI,32.63241,77.07988,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13106,10143,WESTERN HIMALAYA,LAHAUL SPITI,32.6236,77.05822,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13107,10069,WESTERN HIMALAYA,LAHAUL SPITI,32.62853,76.99734,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13108,10029,WESTERN HIMALAYA,LAHAUL SPITI,32.64036,77.00323,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13109,9942,WESTERN HIMALAYA,LAHAUL SPITI,32.6481,77.00249,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13110,9965,WESTERN HIMALAYA,LAHAUL SPITI,32.65196,76.97927,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13111,9977,WESTERN HIMALAYA,LAHAUL SPITI,32.65007,76.96373,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13112,10158,WESTERN HIMALAYA,LAHAUL SPITI,32.65873,76.99194,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13113,10332,WESTERN HIMALAYA,LAHAUL SPITI,32.67338,76.99479,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13116,6856,WESTERN HIMALAYA,LAHAUL SPITI,32.69655,76.92319,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13134,10095,WESTERN HIMALAYA,LAHAUL SPITI,32.66621,76.991,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13135,10201,WESTERN HIMALAYA,LAHAUL SPITI,32.66593,76.97433,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13136,10266,WESTERN HIMALAYA,LAHAUL SPITI,32.63053,76.99149,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13137,9869,WESTERN HIMALAYA,LAHAUL SPITI,32.64799,76.96001,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13138,10089,WESTERN HIMALAYA,LAHAUL SPITI,32.74619,77.06892,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13139,9947,WESTERN HIMALAYA,LAHAUL SPITI,32.61206,77.06593,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13140,9907,WESTERN HIMALAYA,LAHAUL SPITI,32.6619,77.13312,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13141,9943,WESTERN HIMALAYA,LAHAUL SPITI,32.5994,77.24723,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13142,10272,WESTERN HIMALAYA,LAHAUL SPITI,32.55447,77.20645,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13143,10259,WESTERN HIMALAYA,LAHAUL SPITI,32.55305,77.19853,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13144,9824,WESTERN HIMALAYA,LAHAUL SPITI,32.56221,77.20305,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13145,10186,WESTERN HIMALAYA,LAHAUL SPITI,32.55567,77.21609,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13146,9759,WESTERN HIMALAYA,LAHAUL SPITI,32.56783,77.20563,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13147,9465,WESTERN HIMALAYA,LAHAUL SPITI,32.58074,77.19,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.13148,9939,WESTERN HIMALAYA,LAHAUL SPITI,32.59136,77.26329,6,3,9,,,,,ASW,ASW-03
